ID,이름,태그,이동 가능,경작 가능,낚시 가능,건설 가능,파괴 가능,상호작용 가능,바닥,벽,물,깊은 물,공기
5322,Tileset Grass Cliff Tileset Spring_35,Ground,1,0,0,0,0,0,1,0,0,0,0
5323,Tileset Grass Cliff Tileset Spring_350,Ground,1,0,0,0,0,0,1,0,0,0,0
5324,Tileset Grass Cliff Tileset Spring_351,Ground,1,0,0,0,0,0,1,0,0,0,0
5325,Tileset Grass Cliff Tileset Spring_36,Ground,1,0,0,0,0,0,1,0,0,0,0
5326,Tileset Grass Cliff Tileset Spring_37,Ground,1,0,0,0,0,0,1,0,0,0,0
5327,Tileset Grass Cliff Tileset Spring_38,Ground,1,0,0,0,0,0,1,0,0,0,0
5328,Tileset Grass Cliff Tileset Spring_39,Ground,1,0,0,0,0,0,1,0,0,0,0
5329,Tileset Grass Cliff Tileset Spring_4,Ground,1,0,0,0,0,0,1,0,0,0,0
5330,Tileset Grass Cliff Tileset Spring_40,Ground,1,0,0,0,0,0,1,0,0,0,0
5331,Tileset Grass Cliff Tileset Spring_41,Ground,1,0,0,0,0,0,1,0,0,0,0
5332,Tileset Grass Cliff Tileset Spring_42,Ground,1,0,0,0,0,0,1,0,0,0,0
5333,Tileset Grass Cliff Tileset Spring_43,Ground,1,0,0,0,0,0,1,0,0,0,0
5334,Tileset Grass Cliff Tileset Spring_44,Ground,1,0,0,0,0,0,1,0,0,0,0
5335,Tileset Grass Cliff Tileset Spring_45,Ground,1,0,0,0,0,0,1,0,0,0,0
5336,Tileset Grass Cliff Tileset Spring_46,Ground,1,0,0,0,0,0,1,0,0,0,0
5337,Tileset Grass Cliff Tileset Spring_47,Ground,1,0,0,0,0,0,1,0,0,0,0
5338,Tileset Grass Cliff Tileset Spring_48,Ground,1,0,0,0,0,0,1,0,0,0,0
5339,Tileset Grass Cliff Tileset Spring_49,Ground,1,0,0,0,0,0,1,0,0,0,0
5340,Tileset Grass Cliff Tileset Spring_5,Ground,1,0,0,0,0,0,1,0,0,0,0
5341,Tileset Grass Cliff Tileset Spring_50,Ground,1,0,0,0,0,0,1,0,0,0,0
5342,Tileset Grass Cliff Tileset Spring_51,Ground,1,0,0,0,0,0,1,0,0,0,0
5343,Tileset Grass Cliff Tileset Spring_52,Ground,1,0,0,0,0,0,1,0,0,0,0
5344,Tileset Grass Cliff Tileset Spring_53,Ground,1,0,0,0,0,0,1,0,0,0,0
5345,Tileset Grass Cliff Tileset Spring_54,Ground,1,0,0,0,0,0,1,0,0,0,0
5346,Tileset Grass Cliff Tileset Spring_55,Ground,1,0,0,0,0,0,1,0,0,0,0
5347,Tileset Grass Cliff Tileset Spring_56,Ground,1,0,0,0,0,0,1,0,0,0,0
5348,Tileset Grass Cliff Tileset Spring_57,Ground,1,0,0,0,0,0,1,0,0,0,0
5349,Tileset Grass Cliff Tileset Spring_58,Ground,1,0,0,0,0,0,1,0,0,0,0
5350,Tileset Grass Cliff Tileset Spring_59,Ground,1,0,0,0,0,0,1,0,0,0,0
5351,Tileset Grass Cliff Tileset Spring_6,Ground,1,0,0,0,0,0,1,0,0,0,0
5352,Tileset Grass Cliff Tileset Spring_60,Ground,1,0,0,0,0,0,1,0,0,0,0
5353,Tileset Grass Cliff Tileset Spring_61,Ground,1,0,0,0,0,0,1,0,0,0,0
5354,Tileset Grass Cliff Tileset Spring_62,Ground,1,0,0,0,0,0,1,0,0,0,0
5355,Tileset Grass Cliff Tileset Spring_63,Ground,1,0,0,0,0,0,1,0,0,0,0
5356,Tileset Grass Cliff Tileset Spring_64,Ground,1,0,0,0,0,0,1,0,0,0,0
5357,Tileset Grass Cliff Tileset Spring_65,Ground,1,0,0,0,0,0,1,0,0,0,0
5358,Tileset Grass Cliff Tileset Spring_66,Ground,1,0,0,0,0,0,1,0,0,0,0
5359,Tileset Grass Cliff Tileset Spring_67,Ground,1,0,0,0,0,0,1,0,0,0,0
5360,Tileset Grass Cliff Tileset Spring_68,Ground,1,0,0,0,0,0,1,0,0,0,0
5361,Tileset Grass Cliff Tileset Spring_69,Ground,1,0,0,0,0,0,1,0,0,0,0
5362,Tileset Grass Cliff Tileset Spring_7,Ground,1,0,0,0,0,0,1,0,0,0,0
5363,Tileset Grass Cliff Tileset Spring_70,Ground,1,0,0,0,0,0,1,0,0,0,0
5364,Tileset Grass Cliff Tileset Spring_71,Ground,1,0,0,0,0,0,1,0,0,0,0
5365,Tileset Grass Cliff Tileset Spring_72,Ground,1,0,0,0,0,0,1,0,0,0,0
5366,Tileset Grass Cliff Tileset Spring_73,Ground,1,0,0,0,0,0,1,0,0,0,0
5367,Tileset Grass Cliff Tileset Spring_74,Ground,1,0,0,0,0,0,1,0,0,0,0
5368,Tileset Grass Cliff Tileset Spring_75,Ground,1,0,0,0,0,0,1,0,0,0,0
5369,Tileset Grass Cliff Tileset Spring_76,Ground,1,0,0,0,0,0,1,0,0,0,0
5370,Tileset Grass Cliff Tileset Spring_77,Ground,1,0,0,0,0,0,1,0,0,0,0
5371,Tileset Grass Cliff Tileset Spring_78,Ground,1,0,0,0,0,0,1,0,0,0,0
5372,Tileset Grass Cliff Tileset Spring_79,Ground,1,0,0,0,0,0,1,0,0,0,0
5373,Tileset Grass Cliff Tileset Spring_8,Ground,1,0,0,0,0,0,1,0,0,0,0
5374,Tileset Grass Cliff Tileset Spring_80,Ground,1,0,0,0,0,0,1,0,0,0,0
5375,Tileset Grass Cliff Tileset Spring_81,Ground,1,0,0,0,0,0,1,0,0,0,0
5376,Tileset Grass Cliff Tileset Spring_82,Ground,1,0,0,0,0,0,1,0,0,0,0
5377,Tileset Grass Cliff Tileset Spring_83,Ground,1,0,0,0,0,0,1,0,0,0,0
5378,Tileset Grass Cliff Tileset Spring_84,Ground,1,0,0,0,0,0,1,0,0,0,0
5379,Tileset Grass Cliff Tileset Spring_85,Ground,1,0,0,0,0,0,1,0,0,0,0
5380,Tileset Grass Cliff Tileset Spring_86,Ground,1,0,0,0,0,0,1,0,0,0,0
5381,Tileset Grass Cliff Tileset Spring_87,Ground,1,0,0,0,0,0,1,0,0,0,0
5382,Tileset Grass Cliff Tileset Spring_88,Ground,1,0,0,0,0,0,1,0,0,0,0
5383,Tileset Grass Cliff Tileset Spring_89,Ground,1,0,0,0,0,0,1,0,0,0,0
5384,Tileset Grass Cliff Tileset Spring_9,Ground,1,0,0,0,0,0,1,0,0,0,0
5385,Tileset Grass Cliff Tileset Spring_90,Ground,1,0,0,0,0,0,1,0,0,0,0
5386,Tileset Grass Cliff Tileset Spring_91,Ground,1,0,0,0,0,0,1,0,0,0,0
5387,Tileset Grass Cliff Tileset Spring_92,Ground,1,0,0,0,0,0,1,0,0,0,0
5388,Tileset Grass Cliff Tileset Spring_93,Ground,1,0,0,0,0,0,1,0,0,0,0
5389,Tileset Grass Cliff Tileset Spring_94,Ground,1,0,0,0,0,0,1,0,0,0,0
5390,Tileset Grass Cliff Tileset Spring_95,Ground,1,0,0,0,0,0,1,0,0,0,0
5391,Tileset Grass Cliff Tileset Spring_96,Ground,1,0,0,0,0,0,1,0,0,0,0
5392,Tileset Grass Cliff Tileset Spring_97,Ground,1,0,0,0,0,0,1,0,0,0,0
5393,Tileset Grass Cliff Tileset Spring_98,Ground,1,0,0,0,0,0,1,0,0,0,0
5394,Tileset Grass Cliff Tileset Spring_99,Ground,1,0,0,0,0,0,1,0,0,0,0
5395,Tileset Grass Water Spring_0,Ground,1,0,0,0,0,0,1,0,0,0,0
5396,Tileset Grass Water Spring_1,Ground,1,0,0,0,0,0,1,0,0,0,0
5397,Tileset Grass Water Spring_10,Ground,1,0,0,0,0,0,1,0,0,0,0
5398,Tileset Grass Water Spring_100,Ground,1,0,0,0,0,0,1,0,0,0,0
5399,Tileset Grass Water Spring_101,Ground,1,0,0,0,0,0,1,0,0,0,0
5400,Tileset Grass Water Spring_102,Ground,1,0,0,0,0,0,1,0,0,0,0
5401,Tileset Grass Water Spring_103,Ground,1,0,0,0,0,0,1,0,0,0,0
5402,Tileset Grass Water Spring_104,Ground,1,0,0,0,0,0,1,0,0,0,0
5403,Tileset Grass Water Spring_105,Ground,1,0,0,0,0,0,1,0,0,0,0
5404,Tileset Grass Water Spring_106,Ground,1,0,0,0,0,0,1,0,0,0,0
5405,Tileset Grass Water Spring_107,Ground,1,0,0,0,0,0,1,0,0,0,0
5406,Tileset Grass Water Spring_108,Ground,1,0,0,0,0,0,1,0,0,0,0
5407,Tileset Grass Water Spring_109,Ground,1,0,0,0,0,0,1,0,0,0,0
5408,Tileset Grass Water Spring_11,Ground,1,0,0,0,0,0,1,0,0,0,0
5409,Tileset Grass Water Spring_110,Ground,1,0,0,0,0,0,1,0,0,0,0
5410,Tileset Grass Water Spring_111,Ground,1,0,0,0,0,0,1,0,0,0,0
5411,Tileset Grass Water Spring_112,Ground,1,0,0,0,0,0,1,0,0,0,0
5412,Tileset Grass Water Spring_113,Ground,1,0,0,0,0,0,1,0,0,0,0
5413,Tileset Grass Water Spring_114,Ground,1,0,0,0,0,0,1,0,0,0,0
5414,Tileset Grass Water Spring_115,Ground,1,0,0,0,0,0,1,0,0,0,0
5415,Tileset Grass Water Spring_116,Ground,1,0,0,0,0,0,1,0,0,0,0
5416,Tileset Grass Water Spring_117,Ground,1,0,0,0,0,0,1,0,0,0,0
5417,Tileset Grass Water Spring_118,Ground,1,0,0,0,0,0,1,0,0,0,0
5418,Tileset Grass Water Spring_119,Ground,1,0,0,0,0,0,1,0,0,0,0
5419,Tileset Grass Water Spring_12,Ground,1,0,0,0,0,0,1,0,0,0,0
5420,Tileset Grass Water Spring_120,Ground,1,0,0,0,0,0,1,0,0,0,0
5421,Tileset Grass Water Spring_121,Ground,1,0,0,0,0,0,1,0,0,0,0
5422,Tileset Grass Water Spring_122,Ground,1,0,0,0,0,0,1,0,0,0,0
5423,Tileset Grass Water Spring_123,Ground,1,0,0,0,0,0,1,0,0,0,0
5424,Tileset Grass Water Spring_124,Ground,1,0,0,0,0,0,1,0,0,0,0
5425,Tileset Grass Water Spring_125,Ground,1,0,0,0,0,0,1,0,0,0,0
5426,Tileset Grass Water Spring_126,Ground,1,0,0,0,0,0,1,0,0,0,0
5427,Tileset Grass Water Spring_127,Ground,1,0,0,0,0,0,1,0,0,0,0
5428,Tileset Grass Water Spring_128,Ground,1,0,0,0,0,0,1,0,0,0,0
5429,Tileset Grass Water Spring_129,Ground,1,0,0,0,0,0,1,0,0,0,0
5430,Tileset Grass Water Spring_13,Ground,1,0,0,0,0,0,1,0,0,0,0
5431,Tileset Grass Water Spring_130,Ground,1,0,0,0,0,0,1,0,0,0,0
5432,Tileset Grass Water Spring_131,Ground,1,0,0,0,0,0,1,0,0,0,0
5433,Tileset Grass Water Spring_132,Ground,1,0,0,0,0,0,1,0,0,0,0
5434,Tileset Grass Water Spring_133,Ground,1,0,0,0,0,0,1,0,0,0,0
5435,Tileset Grass Water Spring_134,Ground,1,0,0,0,0,0,1,0,0,0,0
5436,Tileset Grass Water Spring_135,Ground,1,0,0,0,0,0,1,0,0,0,0
5437,Tileset Grass Water Spring_136,Ground,1,0,0,0,0,0,1,0,0,0,0
5438,Tileset Grass Water Spring_137,Ground,1,0,0,0,0,0,1,0,0,0,0
5439,Tileset Grass Water Spring_138,Ground,1,0,0,0,0,0,1,0,0,0,0
5440,Tileset Grass Water Spring_139,Ground,1,0,0,0,0,0,1,0,0,0,0
5441,Tileset Grass Water Spring_14,Ground,1,0,0,0,0,0,1,0,0,0,0
5442,Tileset Grass Water Spring_140,Ground,1,0,0,0,0,0,1,0,0,0,0
5443,Tileset Grass Water Spring_141,Ground,1,0,0,0,0,0,1,0,0,0,0
5444,Tileset Grass Water Spring_142,Ground,1,0,0,0,0,0,1,0,0,0,0
5445,Tileset Grass Water Spring_143,Ground,1,0,0,0,0,0,1,0,0,0,0
5446,Tileset Grass Water Spring_144,Ground,1,0,0,0,0,0,1,0,0,0,0
5447,Tileset Grass Water Spring_145,Ground,1,0,0,0,0,0,1,0,0,0,0
5448,Tileset Grass Water Spring_146,Ground,1,0,0,0,0,0,1,0,0,0,0
5449,Tileset Grass Water Spring_147,Ground,1,0,0,0,0,0,1,0,0,0,0
5450,Tileset Grass Water Spring_148,Ground,1,0,0,0,0,0,1,0,0,0,0
5451,Tileset Grass Water Spring_149,Ground,1,0,0,0,0,0,1,0,0,0,0
5452,Tileset Grass Water Spring_15,Ground,1,0,0,0,0,0,1,0,0,0,0
5453,Tileset Grass Water Spring_150,Ground,1,0,0,0,0,0,1,0,0,0,0
5454,Tileset Grass Water Spring_151,Ground,1,0,0,0,0,0,1,0,0,0,0
5455,Tileset Grass Water Spring_152,Ground,1,0,0,0,0,0,1,0,0,0,0
5456,Tileset Grass Water Spring_153,Ground,1,0,0,0,0,0,1,0,0,0,0
5457,Tileset Grass Water Spring_154,Ground,1,0,0,0,0,0,1,0,0,0,0
5458,Tileset Grass Water Spring_155,Ground,1,0,0,0,0,0,1,0,0,0,0
5459,Tileset Grass Water Spring_156,Ground,1,0,0,0,0,0,1,0,0,0,0
5460,Tileset Grass Water Spring_157,Ground,1,0,0,0,0,0,1,0,0,0,0
5461,Tileset Grass Water Spring_158,Ground,1,0,0,0,0,0,1,0,0,0,0
5462,Tileset Grass Water Spring_159,Ground,1,0,0,0,0,0,1,0,0,0,0
5463,Tileset Grass Water Spring_16,Ground,1,0,0,0,0,0,1,0,0,0,0
5464,Tileset Grass Water Spring_160,Ground,1,0,0,0,0,0,1,0,0,0,0
5465,Tileset Grass Water Spring_161,Ground,1,0,0,0,0,0,1,0,0,0,0
5466,Tileset Grass Water Spring_162,Ground,1,0,0,0,0,0,1,0,0,0,0
5467,Tileset Grass Water Spring_163,Ground,1,0,0,0,0,0,1,0,0,0,0
5468,Tileset Grass Water Spring_164,Ground,1,0,0,0,0,0,1,0,0,0,0
5469,Tileset Grass Water Spring_165,Ground,1,0,0,0,0,0,1,0,0,0,0
5470,Tileset Grass Water Spring_166,Ground,1,0,0,0,0,0,1,0,0,0,0
5471,Tileset Grass Water Spring_167,Ground,1,0,0,0,0,0,1,0,0,0,0
5472,Tileset Grass Water Spring_168,Ground,1,0,0,0,0,0,1,0,0,0,0
5473,Tileset Grass Water Spring_169,Ground,1,0,0,0,0,0,1,0,0,0,0
5474,Tileset Grass Water Spring_17,Ground,1,0,0,0,0,0,1,0,0,0,0
5475,Tileset Grass Water Spring_170,Ground,1,0,0,0,0,0,1,0,0,0,0
5476,Tileset Grass Water Spring_171,Ground,1,0,0,0,0,0,1,0,0,0,0
5477,Tileset Grass Water Spring_172,Ground,1,0,0,0,0,0,1,0,0,0,0
5478,Tileset Grass Water Spring_173,Ground,1,0,0,0,0,0,1,0,0,0,0
5479,Tileset Grass Water Spring_174,Ground,1,0,0,0,0,0,1,0,0,0,0
5480,Tileset Grass Water Spring_175,Ground,1,0,0,0,0,0,1,0,0,0,0
5481,Tileset Grass Water Spring_176,Ground,1,0,0,0,0,0,1,0,0,0,0
5482,Tileset Grass Water Spring_177,Ground,1,0,0,0,0,0,1,0,0,0,0
5483,Tileset Grass Water Spring_178,Ground,1,0,0,0,0,0,1,0,0,0,0
5484,Tileset Grass Water Spring_179,Ground,1,0,0,0,0,0,1,0,0,0,0
5485,Tileset Grass Water Spring_18,Ground,1,0,0,0,0,0,1,0,0,0,0
5486,Tileset Grass Water Spring_180,Ground,1,0,0,0,0,0,1,0,0,0,0
5487,Tileset Grass Water Spring_181,Ground,1,0,0,0,0,0,1,0,0,0,0
5488,Tileset Grass Water Spring_182,Ground,1,0,0,0,0,0,1,0,0,0,0
5489,Tileset Grass Water Spring_183,Ground,1,0,0,0,0,0,1,0,0,0,0
5490,Tileset Grass Water Spring_184,Ground,1,0,0,0,0,0,1,0,0,0,0
5491,Tileset Grass Water Spring_185,Ground,1,0,0,0,0,0,1,0,0,0,0
5492,Tileset Grass Water Spring_186,Ground,1,0,0,0,0,0,1,0,0,0,0
5493,Tileset Grass Water Spring_187,Ground,1,0,0,0,0,0,1,0,0,0,0
5494,Tileset Grass Water Spring_188,Ground,1,0,0,0,0,0,1,0,0,0,0
5495,Tileset Grass Water Spring_189,Ground,1,0,0,0,0,0,1,0,0,0,0
5496,Tileset Grass Water Spring_19,Ground,1,0,0,0,0,0,1,0,0,0,0
5497,Tileset Grass Water Spring_190,Ground,1,0,0,0,0,0,1,0,0,0,0
5498,Tileset Grass Water Spring_191,Ground,1,0,0,0,0,0,1,0,0,0,0
5499,Tileset Grass Water Spring_192,Ground,1,0,0,0,0,0,1,0,0,0,0
5500,Tileset Grass Water Spring_193,Ground,1,0,0,0,0,0,1,0,0,0,0
5501,Tileset Grass Water Spring_194,Ground,1,0,0,0,0,0,1,0,0,0,0
5502,Tileset Grass Water Spring_195,Ground,1,0,0,0,0,0,1,0,0,0,0
5503,Tileset Grass Water Spring_196,Ground,1,0,0,0,0,0,1,0,0,0,0
5504,Tileset Grass Water Spring_197,Ground,1,0,0,0,0,0,1,0,0,0,0
5505,Tileset Grass Water Spring_198,Ground,1,0,0,0,0,0,1,0,0,0,0
5506,Tileset Grass Water Spring_199,Ground,1,0,0,0,0,0,1,0,0,0,0
5507,Tileset Grass Water Spring_2,Ground,1,0,0,0,0,0,1,0,0,0,0
5508,Tileset Grass Water Spring_20,Ground,1,0,0,0,0,0,1,0,0,0,0
5509,Tileset Grass Water Spring_200,Ground,1,0,0,0,0,0,1,0,0,0,0
5510,Tileset Grass Water Spring_201,Ground,1,0,0,0,0,0,1,0,0,0,0
5511,Tileset Grass Water Spring_202,Ground,1,0,0,0,0,0,1,0,0,0,0
5512,Tileset Grass Water Spring_203,Ground,1,0,0,0,0,0,1,0,0,0,0
5513,Tileset Grass Water Spring_204,Ground,1,0,0,0,0,0,1,0,0,0,0
5514,Tileset Grass Water Spring_205,Ground,1,0,0,0,0,0,1,0,0,0,0
5515,Tileset Grass Water Spring_206,Ground,1,0,0,0,0,0,1,0,0,0,0
5516,Tileset Grass Water Spring_207,Ground,1,0,0,0,0,0,1,0,0,0,0
5517,Tileset Grass Water Spring_208,Ground,1,0,0,0,0,0,1,0,0,0,0
5518,Tileset Grass Water Spring_209,Ground,1,0,0,0,0,0,1,0,0,0,0
5519,Tileset Grass Water Spring_21,Ground,1,0,0,0,0,0,1,0,0,0,0
5520,Tileset Grass Water Spring_210,Ground,1,0,0,0,0,0,1,0,0,0,0
5521,Tileset Grass Water Spring_211,Ground,1,0,0,0,0,0,1,0,0,0,0
5522,Tileset Grass Water Spring_212,Ground,1,0,0,0,0,0,1,0,0,0,0
5523,Tileset Grass Water Spring_213,Ground,1,0,0,0,0,0,1,0,0,0,0
5524,Tileset Grass Water Spring_214,Ground,1,0,0,0,0,0,1,0,0,0,0
5525,Tileset Grass Water Spring_215,Ground,1,0,0,0,0,0,1,0,0,0,0
5526,Tileset Grass Water Spring_216,Ground,1,0,0,0,0,0,1,0,0,0,0
5527,Tileset Grass Water Spring_217,Ground,1,0,0,0,0,0,1,0,0,0,0
5528,Tileset Grass Water Spring_218,Ground,1,0,0,0,0,0,1,0,0,0,0
5529,Tileset Grass Water Spring_219,Ground,1,0,0,0,0,0,1,0,0,0,0
5530,Tileset Grass Water Spring_22,Ground,1,0,0,0,0,0,1,0,0,0,0
5531,Tileset Grass Water Spring_220,Ground,1,0,0,0,0,0,1,0,0,0,0
5532,Tileset Grass Water Spring_221,Ground,1,0,0,0,0,0,1,0,0,0,0
5533,Tileset Grass Water Spring_222,Ground,1,0,0,0,0,0,1,0,0,0,0
5534,Tileset Grass Water Spring_223,Ground,1,0,0,0,0,0,1,0,0,0,0
5535,Tileset Grass Water Spring_224,Ground,1,0,0,0,0,0,1,0,0,0,0
5536,Tileset Grass Water Spring_225,Ground,1,0,0,0,0,0,1,0,0,0,0
5537,Tileset Grass Water Spring_226,Ground,1,0,0,0,0,0,1,0,0,0,0
5538,Tileset Grass Water Spring_227,Ground,1,0,0,0,0,0,1,0,0,0,0
5539,Tileset Grass Water Spring_228,Ground,1,0,0,0,0,0,1,0,0,0,0
5540,Tileset Grass Water Spring_229,Ground,1,0,0,0,0,0,1,0,0,0,0
5541,Tileset Grass Water Spring_23,Ground,1,0,0,0,0,0,1,0,0,0,0
5542,Tileset Grass Water Spring_230,Ground,1,0,0,0,0,0,1,0,0,0,0
5543,Tileset Grass Water Spring_231,Ground,1,0,0,0,0,0,1,0,0,0,0
5544,Tileset Grass Water Spring_232,Ground,1,0,0,0,0,0,1,0,0,0,0
5545,Tileset Grass Water Spring_233,Ground,1,0,0,0,0,0,1,0,0,0,0
5546,Tileset Grass Water Spring_234,Ground,1,0,0,0,0,0,1,0,0,0,0
5547,Tileset Grass Water Spring_235,Ground,1,0,0,0,0,0,1,0,0,0,0
5548,Tileset Grass Water Spring_236,Ground,1,0,0,0,0,0,1,0,0,0,0
5549,Tileset Grass Water Spring_237,Ground,1,0,0,0,0,0,1,0,0,0,0
5550,Tileset Grass Water Spring_238,Ground,1,0,0,0,0,0,1,0,0,0,0
5551,Tileset Grass Water Spring_239,Ground,1,0,0,0,0,0,1,0,0,0,0
5552,Tileset Grass Water Spring_24,Ground,1,0,0,0,0,0,1,0,0,0,0
5553,Tileset Grass Water Spring_240,Ground,1,0,0,0,0,0,1,0,0,0,0
5554,Tileset Grass Water Spring_241,Ground,1,0,0,0,0,0,1,0,0,0,0
5555,Tileset Grass Water Spring_242,Ground,1,0,0,0,0,0,1,0,0,0,0
5556,Tileset Grass Water Spring_243,Ground,1,0,0,0,0,0,1,0,0,0,0
5557,Tileset Grass Water Spring_244,Ground,1,0,0,0,0,0,1,0,0,0,0
5558,Tileset Grass Water Spring_245,Ground,1,0,0,0,0,0,1,0,0,0,0
5559,Tileset Grass Water Spring_246,Ground,1,0,0,0,0,0,1,0,0,0,0
5560,Tileset Grass Water Spring_247,Ground,1,0,0,0,0,0,1,0,0,0,0
5561,Tileset Grass Water Spring_248,Ground,1,0,0,0,0,0,1,0,0,0,0
5562,Tileset Grass Water Spring_249,Ground,1,0,0,0,0,0,1,0,0,0,0
5563,Tileset Grass Water Spring_25,Ground,1,0,0,0,0,0,1,0,0,0,0
5564,Tileset Grass Water Spring_250,Ground,1,0,0,0,0,0,1,0,0,0,0
5565,Tileset Grass Water Spring_251,Ground,1,0,0,0,0,0,1,0,0,0,0
5566,Tileset Grass Water Spring_252,Ground,1,0,0,0,0,0,1,0,0,0,0
5567,Tileset Grass Water Spring_253,Ground,1,0,0,0,0,0,1,0,0,0,0
5568,Tileset Grass Water Spring_254,Ground,1,0,0,0,0,0,1,0,0,0,0
5569,Tileset Grass Water Spring_255,Ground,1,0,0,0,0,0,1,0,0,0,0
5570,Tileset Grass Water Spring_256,Ground,1,0,0,0,0,0,1,0,0,0,0
5571,Tileset Grass Water Spring_257,Ground,1,0,0,0,0,0,1,0,0,0,0
5572,Tileset Grass Water Spring_258,Ground,1,0,0,0,0,0,1,0,0,0,0
5573,Tileset Grass Water Spring_259,Ground,1,0,0,0,0,0,1,0,0,0,0
5574,Tileset Grass Water Spring_26,Ground,1,0,0,0,0,0,1,0,0,0,0
5575,Tileset Grass Water Spring_260,Ground,1,0,0,0,0,0,1,0,0,0,0
5576,Tileset Grass Water Spring_261,Ground,1,0,0,0,0,0,1,0,0,0,0
5577,Tileset Grass Water Spring_262,Ground,1,0,0,0,0,0,1,0,0,0,0
5578,Tileset Grass Water Spring_263,Ground,1,0,0,0,0,0,1,0,0,0,0
5579,Tileset Grass Water Spring_264,Ground,1,0,0,0,0,0,1,0,0,0,0
5580,Tileset Grass Water Spring_265,Ground,1,0,0,0,0,0,1,0,0,0,0
5581,Tileset Grass Water Spring_266,Ground,1,0,0,0,0,0,1,0,0,0,0
5582,Tileset Grass Water Spring_267,Ground,1,0,0,0,0,0,1,0,0,0,0
5583,Tileset Grass Water Spring_268,Ground,1,0,0,0,0,0,1,0,0,0,0
5584,Tileset Grass Water Spring_269,Ground,1,0,0,0,0,0,1,0,0,0,0
5585,Tileset Grass Water Spring_27,Ground,1,0,0,0,0,0,1,0,0,0,0
5586,Tileset Grass Water Spring_270,Ground,1,0,0,0,0,0,1,0,0,0,0
5587,Tileset Grass Water Spring_271,Ground,1,0,0,0,0,0,1,0,0,0,0
5588,Tileset Grass Water Spring_272,Ground,1,0,0,0,0,0,1,0,0,0,0
5589,Tileset Grass Water Spring_273,Ground,1,0,0,0,0,0,1,0,0,0,0
5590,Tileset Grass Water Spring_274,Ground,1,0,0,0,0,0,1,0,0,0,0
5591,Tileset Grass Water Spring_275,Ground,1,0,0,0,0,0,1,0,0,0,0
5592,Tileset Grass Water Spring_276,Ground,1,0,0,0,0,0,1,0,0,0,0
5593,Tileset Grass Water Spring_277,Ground,1,0,0,0,0,0,1,0,0,0,0
5594,Tileset Grass Water Spring_278,Ground,1,0,0,0,0,0,1,0,0,0,0
5595,Tileset Grass Water Spring_279,Ground,1,0,0,0,0,0,1,0,0,0,0
5596,Tileset Grass Water Spring_28,Ground,1,0,0,0,0,0,1,0,0,0,0
5597,Tileset Grass Water Spring_280,Ground,1,0,0,0,0,0,1,0,0,0,0
5598,Tileset Grass Water Spring_281,Ground,1,0,0,0,0,0,1,0,0,0,0
5599,Tileset Grass Water Spring_282,Ground,1,0,0,0,0,0,1,0,0,0,0
5600,Tileset Grass Water Spring_283,Ground,1,0,0,0,0,0,1,0,0,0,0
5601,Tileset Grass Water Spring_284,Ground,1,0,0,0,0,0,1,0,0,0,0
5602,Tileset Grass Water Spring_285,Ground,1,0,0,0,0,0,1,0,0,0,0
5603,Tileset Grass Water Spring_286,Ground,1,0,0,0,0,0,1,0,0,0,0
5604,Tileset Grass Water Spring_287,Ground,1,0,0,0,0,0,1,0,0,0,0
5605,Tileset Grass Water Spring_288,Ground,1,0,0,0,0,0,1,0,0,0,0
5606,Tileset Grass Water Spring_289,Ground,1,0,0,0,0,0,1,0,0,0,0
5607,Tileset Grass Water Spring_29,Ground,1,0,0,0,0,0,1,0,0,0,0
5608,Tileset Grass Water Spring_290,Ground,1,0,0,0,0,0,1,0,0,0,0
5609,Tileset Grass Water Spring_291,Ground,1,0,0,0,0,0,1,0,0,0,0
5610,Tileset Grass Water Spring_292,Ground,1,0,0,0,0,0,1,0,0,0,0
5611,Tileset Grass Water Spring_293,Ground,1,0,0,0,0,0,1,0,0,0,0
5612,Tileset Grass Water Spring_294,Ground,1,0,0,0,0,0,1,0,0,0,0
5613,Tileset Grass Water Spring_295,Ground,1,0,0,0,0,0,1,0,0,0,0
5614,Tileset Grass Water Spring_296,Ground,1,0,0,0,0,0,1,0,0,0,0
5615,Tileset Grass Water Spring_297,Ground,1,0,0,0,0,0,1,0,0,0,0
5616,Tileset Grass Water Spring_298,Ground,1,0,0,0,0,0,1,0,0,0,0
5617,Tileset Grass Water Spring_299,Ground,1,0,0,0,0,0,1,0,0,0,0
5618,Tileset Grass Water Spring_3,Ground,1,0,0,0,0,0,1,0,0,0,0
5619,Tileset Grass Water Spring_30,Ground,1,0,0,0,0,0,1,0,0,0,0
5620,Tileset Grass Water Spring_300,Ground,1,0,0,0,0,0,1,0,0,0,0
5621,Tileset Grass Water Spring_301,Ground,1,0,0,0,0,0,1,0,0,0,0
5622,Tileset Grass Water Spring_302,Ground,1,0,0,0,0,0,1,0,0,0,0
5623,Tileset Grass Water Spring_303,Ground,1,0,0,0,0,0,1,0,0,0,0
5624,Tileset Grass Water Spring_304,Ground,1,0,0,0,0,0,1,0,0,0,0
5625,Tileset Grass Water Spring_305,Ground,1,0,0,0,0,0,1,0,0,0,0
5626,Tileset Grass Water Spring_306,Ground,1,0,0,0,0,0,1,0,0,0,0
5627,Tileset Grass Water Spring_307,Ground,1,0,0,0,0,0,1,0,0,0,0
