ID,이름,태그,이동 가능,경작 가능,낚시 가능,건설 가능,상호작용 가능,바다 낚시 가능
6575,Tileset Grass Summer_540,Ground,0,0,0,0,0,0
6576,Tileset Grass Summer_541,Ground,0,0,0,0,0,0
6577,Tileset Grass Summer_542,Ground,0,0,0,0,0,0
6578,Tileset Grass Summer_543,Ground,0,0,0,0,0,0
6579,Tileset Grass Summer_544,Ground,0,0,0,0,0,0
6580,Tileset Grass Summer_545,Ground,0,0,0,0,0,0
6581,Tileset Grass Summer_546,Ground,0,0,0,0,0,0
6582,Tileset Grass Summer_547,Ground,0,0,0,0,0,0
6583,Tileset Grass Summer_548,Ground,0,0,0,0,0,0
6584,Tileset Grass Summer_549,Ground,0,0,0,0,0,0
6585,Tileset Grass Summer_55,Ground,0,0,0,0,0,0
6586,Tileset Grass Summer_550,Ground,0,0,0,0,0,0
6587,Tileset Grass Summer_551,Ground,0,0,0,0,0,0
6588,Tileset Grass Summer_552,Ground,0,0,0,0,0,0
6589,Tileset Grass Summer_553,Ground,0,0,0,0,0,0
6590,Tileset Grass Summer_554,Ground,0,0,0,0,0,0
6591,Tileset Grass Summer_555,Ground,0,0,0,0,0,0
6592,Tileset Grass Summer_556,Ground,0,0,0,0,0,0
6593,Tileset Grass Summer_557,Ground,0,0,0,0,0,0
6594,Tileset Grass Summer_558,Ground,0,0,0,0,0,0
6595,Tileset Grass Summer_559,Ground,0,0,0,0,0,0
6596,Tileset Grass Summer_56,Ground,0,0,0,0,0,0
6597,Tileset Grass Summer_560,Ground,0,0,0,0,0,0
6598,Tileset Grass Summer_561,Ground,0,0,0,0,0,0
6599,Tileset Grass Summer_562,Ground,0,0,0,0,0,0
6600,Tileset Grass Summer_563,Ground,0,0,0,0,0,0
6601,Tileset Grass Summer_564,Ground,0,0,0,0,0,0
6602,Tileset Grass Summer_565,Ground,0,0,0,0,0,0
6603,Tileset Grass Summer_566,Ground,0,0,0,0,0,0
6604,Tileset Grass Summer_567,Ground,0,0,0,0,0,0
6605,Tileset Grass Summer_568,Ground,0,0,0,0,0,0
6606,Tileset Grass Summer_569,Ground,0,0,0,0,0,0
6607,Tileset Grass Summer_57,Ground,0,0,0,0,0,0
6608,Tileset Grass Summer_570,Ground,0,0,0,0,0,0
6609,Tileset Grass Summer_571,Ground,0,0,0,0,0,0
6610,Tileset Grass Summer_572,Ground,0,0,0,0,0,0
6611,Tileset Grass Summer_573,Ground,0,0,0,0,0,0
6612,Tileset Grass Summer_574,Ground,0,0,0,0,0,0
6613,Tileset Grass Summer_575,Ground,0,0,0,0,0,0
6614,Tileset Grass Summer_576,Ground,0,0,0,0,0,0
6615,Tileset Grass Summer_577,Ground,0,0,0,0,0,0
6616,Tileset Grass Summer_578,Ground,0,0,0,0,0,0
6617,Tileset Grass Summer_579,Ground,0,0,0,0,0,0
6618,Tileset Grass Summer_58,Ground,0,0,0,0,0,0
6619,Tileset Grass Summer_580,Ground,0,0,0,0,0,0
6620,Tileset Grass Summer_581,Ground,0,0,0,0,0,0
6621,Tileset Grass Summer_582,Ground,0,0,0,0,0,0
6622,Tileset Grass Summer_583,Ground,0,0,0,0,0,0
6623,Tileset Grass Summer_584,Ground,0,0,0,0,0,0
6624,Tileset Grass Summer_585,Ground,0,0,0,0,0,0
6625,Tileset Grass Summer_586,Ground,0,0,0,0,0,0
6626,Tileset Grass Summer_587,Ground,0,0,0,0,0,0
6627,Tileset Grass Summer_588,Ground,0,0,0,0,0,0
6628,Tileset Grass Summer_589,Ground,0,0,0,0,0,0
6629,Tileset Grass Summer_59,Ground,0,0,0,0,0,0
6630,Tileset Grass Summer_590,Ground,0,0,0,0,0,0
6631,Tileset Grass Summer_591,Ground,0,0,0,0,0,0
6632,Tileset Grass Summer_592,Ground,0,0,0,0,0,0
6633,Tileset Grass Summer_593,Ground,0,0,0,0,0,0
6634,Tileset Grass Summer_594,Ground,0,0,0,0,0,0
6635,Tileset Grass Summer_595,Ground,0,0,0,0,0,0
6636,Tileset Grass Summer_596,Ground,0,0,0,0,0,0
6637,Tileset Grass Summer_597,Ground,0,0,0,0,0,0
6638,Tileset Grass Summer_598,Ground,0,0,0,0,0,0
6639,Tileset Grass Summer_599,Ground,0,0,0,0,0,0
6640,Tileset Grass Summer_6,Ground,0,0,0,0,0,0
6641,Tileset Grass Summer_60,Ground,0,0,0,0,0,0
6642,Tileset Grass Summer_600,Ground,0,0,0,0,0,0
6643,Tileset Grass Summer_601,Ground,0,0,0,0,0,0
6644,Tileset Grass Summer_602,Ground,0,0,0,0,0,0
6645,Tileset Grass Summer_603,Ground,0,0,0,0,0,0
6646,Tileset Grass Summer_604,Ground,0,0,0,0,0,0
6647,Tileset Grass Summer_605,Ground,0,0,0,0,0,0
6648,Tileset Grass Summer_606,Ground,0,0,0,0,0,0
6649,Tileset Grass Summer_607,Ground,0,0,0,0,0,0
6650,Tileset Grass Summer_608,Ground,0,0,0,0,0,0
6651,Tileset Grass Summer_609,Ground,0,0,0,0,0,0
6652,Tileset Grass Summer_61,Ground,0,0,0,0,0,0
6653,Tileset Grass Summer_610,Ground,0,0,0,0,0,0
6654,Tileset Grass Summer_611,Ground,0,0,0,0,0,0
6655,Tileset Grass Summer_612,Ground,0,0,0,0,0,0
6656,Tileset Grass Summer_613,Ground,0,0,0,0,0,0
6657,Tileset Grass Summer_614,Ground,0,0,0,0,0,0
6658,Tileset Grass Summer_615,Ground,0,0,0,0,0,0
6659,Tileset Grass Summer_616,Ground,0,0,0,0,0,0
6660,Tileset Grass Summer_617,Ground,0,0,0,0,0,0
6661,Tileset Grass Summer_618,Ground,0,0,0,0,0,0
6662,Tileset Grass Summer_619,Ground,0,0,0,0,0,0
6663,Tileset Grass Summer_62,Ground,0,0,0,0,0,0
6664,Tileset Grass Summer_620,Ground,0,0,0,0,0,0
6665,Tileset Grass Summer_621,Ground,0,0,0,0,0,0
6666,Tileset Grass Summer_622,Ground,0,0,0,0,0,0
6667,Tileset Grass Summer_623,Ground,0,0,0,0,0,0
6668,Tileset Grass Summer_624,Ground,0,0,0,0,0,0
6669,Tileset Grass Summer_625,Ground,0,0,0,0,0,0
6670,Tileset Grass Summer_626,Ground,0,0,0,0,0,0
6671,Tileset Grass Summer_627,Ground,0,0,0,0,0,0
6672,Tileset Grass Summer_628,Ground,0,0,0,0,0,0
6673,Tileset Grass Summer_629,Ground,0,0,0,0,0,0
6674,Tileset Grass Summer_63,Ground,0,0,0,0,0,0
6675,Tileset Grass Summer_630,Ground,0,0,0,0,0,0
6676,Tileset Grass Summer_631,Ground,0,0,0,0,0,0
6677,Tileset Grass Summer_632,Ground,0,0,0,0,0,0
6678,Tileset Grass Summer_633,Ground,0,0,0,0,0,0
6679,Tileset Grass Summer_634,Ground,0,0,0,0,0,0
6680,Tileset Grass Summer_635,Ground,0,0,0,0,0,0
6681,Tileset Grass Summer_636,Ground,0,0,0,0,0,0
6682,Tileset Grass Summer_637,Ground,0,0,0,0,0,0
6683,Tileset Grass Summer_638,Ground,0,0,0,0,0,0
6684,Tileset Grass Summer_639,Ground,0,0,0,0,0,0
6685,Tileset Grass Summer_64,Ground,0,0,0,0,0,0
6686,Tileset Grass Summer_640,Ground,0,0,0,0,0,0
6687,Tileset Grass Summer_641,Ground,0,0,0,0,0,0
6688,Tileset Grass Summer_642,Ground,0,0,0,0,0,0
6689,Tileset Grass Summer_643,Ground,0,0,0,0,0,0
6690,Tileset Grass Summer_644,Ground,0,0,0,0,0,0
6691,Tileset Grass Summer_645,Ground,0,0,0,0,0,0
6692,Tileset Grass Summer_646,Ground,0,0,0,0,0,0
6693,Tileset Grass Summer_647,Ground,0,0,0,0,0,0
6694,Tileset Grass Summer_648,Ground,0,0,0,0,0,0
6695,Tileset Grass Summer_649,Ground,0,0,0,0,0,0
6696,Tileset Grass Summer_65,Ground,0,0,0,0,0,0
6697,Tileset Grass Summer_650,Ground,0,0,0,0,0,0
6698,Tileset Grass Summer_651,Ground,0,0,0,0,0,0
6699,Tileset Grass Summer_652,Ground,0,0,0,0,0,0
6700,Tileset Grass Summer_653,Ground,0,0,0,0,0,0
6701,Tileset Grass Summer_654,Ground,0,0,0,0,0,0
6702,Tileset Grass Summer_655,Ground,0,0,0,0,0,0
6703,Tileset Grass Summer_656,Ground,0,0,0,0,0,0
6704,Tileset Grass Summer_657,Ground,0,0,0,0,0,0
6705,Tileset Grass Summer_658,Ground,0,0,0,0,0,0
6706,Tileset Grass Summer_659,Ground,0,0,0,0,0,0
6707,Tileset Grass Summer_66,Ground,0,0,0,0,0,0
6708,Tileset Grass Summer_660,Ground,0,0,0,0,0,0
6709,Tileset Grass Summer_661,Ground,0,0,0,0,0,0
6710,Tileset Grass Summer_662,Ground,0,0,0,0,0,0
6711,Tileset Grass Summer_663,Ground,0,0,0,0,0,0
6712,Tileset Grass Summer_664,Ground,0,0,0,0,0,0
6713,Tileset Grass Summer_665,Ground,0,0,0,0,0,0
6714,Tileset Grass Summer_666,Ground,0,0,0,0,0,0
6715,Tileset Grass Summer_667,Ground,0,0,0,0,0,0
6716,Tileset Grass Summer_668,Ground,0,0,0,0,0,0
6717,Tileset Grass Summer_669,Ground,0,0,0,0,0,0
6718,Tileset Grass Summer_67,Ground,0,0,0,0,0,0
6719,Tileset Grass Summer_670,Ground,0,0,0,0,0,0
6720,Tileset Grass Summer_671,Ground,0,0,0,0,0,0
6721,Tileset Grass Summer_672,Ground,0,0,0,0,0,0
6722,Tileset Grass Summer_673,Ground,0,0,0,0,0,0
6723,Tileset Grass Summer_674,Ground,0,0,0,0,0,0
6724,Tileset Grass Summer_675,Ground,0,0,0,0,0,0
6725,Tileset Grass Summer_676,Ground,0,0,0,0,0,0
6726,Tileset Grass Summer_677,Ground,0,0,0,0,0,0
6727,Tileset Grass Summer_678,Ground,0,0,0,0,0,0
6728,Tileset Grass Summer_679,Ground,0,0,0,0,0,0
6729,Tileset Grass Summer_68,Ground,0,0,0,0,0,0
6730,Tileset Grass Summer_680,Ground,0,0,0,0,0,0
6731,Tileset Grass Summer_681,Ground,0,0,0,0,0,0
6732,Tileset Grass Summer_682,Ground,0,0,0,0,0,0
6733,Tileset Grass Summer_683,Ground,0,0,0,0,0,0
6734,Tileset Grass Summer_684,Ground,0,0,0,0,0,0
6735,Tileset Grass Summer_685,Ground,0,0,0,0,0,0
6736,Tileset Grass Summer_686,Ground,0,0,0,0,0,0
6737,Tileset Grass Summer_687,Ground,0,0,0,0,0,0
6738,Tileset Grass Summer_688,Ground,0,0,0,0,0,0
6739,Tileset Grass Summer_689,Ground,0,0,0,0,0,0
6740,Tileset Grass Summer_69,Ground,0,0,0,0,0,0
6741,Tileset Grass Summer_690,Ground,0,0,0,0,0,0
6742,Tileset Grass Summer_691,Ground,0,0,0,0,0,0
6743,Tileset Grass Summer_692,Ground,0,0,0,0,0,0
6744,Tileset Grass Summer_693,Ground,0,0,0,0,0,0
6745,Tileset Grass Summer_694,Ground,0,0,0,0,0,0
6746,Tileset Grass Summer_695,Ground,0,0,0,0,0,0
6747,Tileset Grass Summer_696,Ground,0,0,0,0,0,0
6748,Tileset Grass Summer_697,Ground,0,0,0,0,0,0
6749,Tileset Grass Summer_698,Ground,0,0,0,0,0,0
6750,Tileset Grass Summer_699,Ground,0,0,0,0,0,0
6751,Tileset Grass Summer_7,Ground,0,0,0,0,0,0
6752,Tileset Grass Summer_70,Ground,0,0,0,0,0,0
6753,Tileset Grass Summer_700,Ground,0,0,0,0,0,0
6754,Tileset Grass Summer_701,Ground,0,0,0,0,0,0
6755,Tileset Grass Summer_702,Ground,0,0,0,0,0,0
6756,Tileset Grass Summer_703,Ground,0,0,0,0,0,0
6757,Tileset Grass Summer_704,Ground,0,0,0,0,0,0
6758,Tileset Grass Summer_705,Ground,0,0,0,0,0,0
6759,Tileset Grass Summer_706,Ground,0,0,0,0,0,0
6760,Tileset Grass Summer_707,Ground,0,0,0,0,0,0
6761,Tileset Grass Summer_708,Ground,0,0,0,0,0,0
6762,Tileset Grass Summer_709,Ground,0,0,0,0,0,0
6763,Tileset Grass Summer_71,Ground,0,0,0,0,0,0
6764,Tileset Grass Summer_710,Ground,0,0,0,0,0,0
6765,Tileset Grass Summer_711,Ground,0,0,0,0,0,0
6766,Tileset Grass Summer_712,Ground,0,0,0,0,0,0
6767,Tileset Grass Summer_713,Ground,0,0,0,0,0,0
6768,Tileset Grass Summer_714,Ground,0,0,0,0,0,0
6769,Tileset Grass Summer_715,Ground,0,0,0,0,0,0
6770,Tileset Grass Summer_716,Ground,0,0,0,0,0,0
6771,Tileset Grass Summer_717,Ground,0,0,0,0,0,0
6772,Tileset Grass Summer_718,Ground,0,0,0,0,0,0
6773,Tileset Grass Summer_719,Ground,0,0,0,0,0,0
6774,Tileset Grass Summer_72,Ground,0,0,0,0,0,0
6775,Tileset Grass Summer_720,Ground,0,0,0,0,0,0
6776,Tileset Grass Summer_721,Ground,0,0,0,0,0,0
6777,Tileset Grass Summer_722,Ground,0,0,0,0,0,0
6778,Tileset Grass Summer_723,Ground,0,0,0,0,0,0
6779,Tileset Grass Summer_724,Ground,0,0,0,0,0,0
6780,Tileset Grass Summer_725,Ground,0,0,0,0,0,0
6781,Tileset Grass Summer_726,Ground,0,0,0,0,0,0
6782,Tileset Grass Summer_727,Ground,0,0,0,0,0,0
6783,Tileset Grass Summer_728,Ground,0,0,0,0,0,0
6784,Tileset Grass Summer_729,Ground,0,0,0,0,0,0
6785,Tileset Grass Summer_73,Ground,0,0,0,0,0,0
6786,Tileset Grass Summer_730,Ground,0,0,0,0,0,0
6787,Tileset Grass Summer_731,Ground,0,0,0,0,0,0
6788,Tileset Grass Summer_732,Ground,0,0,0,0,0,0
6789,Tileset Grass Summer_733,Ground,0,0,0,0,0,0
6790,Tileset Grass Summer_734,Ground,0,0,0,0,0,0
6791,Tileset Grass Summer_735,Ground,0,0,0,0,0,0
6792,Tileset Grass Summer_736,Ground,0,0,0,0,0,0
6793,Tileset Grass Summer_737,Ground,0,0,0,0,0,0
6794,Tileset Grass Summer_738,Ground,0,0,0,0,0,0
6795,Tileset Grass Summer_739,Ground,0,0,0,0,0,0
6796,Tileset Grass Summer_74,Ground,0,0,0,0,0,0
6797,Tileset Grass Summer_740,Ground,0,0,0,0,0,0
6798,Tileset Grass Summer_741,Ground,0,0,0,0,0,0
6799,Tileset Grass Summer_742,Ground,0,0,0,0,0,0
6800,Tileset Grass Summer_743,Ground,0,0,0,0,0,0
6801,Tileset Grass Summer_744,Ground,0,0,0,0,0,0
6802,Tileset Grass Summer_745,Ground,0,0,0,0,0,0
6803,Tileset Grass Summer_746,Ground,0,0,0,0,0,0
6804,Tileset Grass Summer_747,Ground,0,0,0,0,0,0
6805,Tileset Grass Summer_748,Ground,0,0,0,0,0,0
6806,Tileset Grass Summer_749,Ground,0,0,0,0,0,0
6807,Tileset Grass Summer_75,Ground,0,0,0,0,0,0
6808,Tileset Grass Summer_750,Ground,0,0,0,0,0,0
6809,Tileset Grass Summer_751,Ground,0,0,0,0,0,0
6810,Tileset Grass Summer_752,Ground,0,0,0,0,0,0
6811,Tileset Grass Summer_753,Ground,0,0,0,0,0,0
6812,Tileset Grass Summer_754,Ground,0,0,0,0,0,0
6813,Tileset Grass Summer_755,Ground,0,0,0,0,0,0
6814,Tileset Grass Summer_756,Ground,0,0,0,0,0,0
6815,Tileset Grass Summer_757,Ground,0,0,0,0,0,0
6816,Tileset Grass Summer_758,Ground,0,0,0,0,0,0
6817,Tileset Grass Summer_759,Ground,0,0,0,0,0,0
6818,Tileset Grass Summer_76,Ground,0,0,0,0,0,0
6819,Tileset Grass Summer_760,Ground,0,0,0,0,0,0
6820,Tileset Grass Summer_761,Ground,0,0,0,0,0,0
6821,Tileset Grass Summer_762,Ground,0,0,0,0,0,0
6822,Tileset Grass Summer_763,Ground,0,0,0,0,0,0
6823,Tileset Grass Summer_764,Ground,0,0,0,0,0,0
6824,Tileset Grass Summer_765,Ground,0,0,0,0,0,0
6825,Tileset Grass Summer_766,Ground,0,0,0,0,0,0
6826,Tileset Grass Summer_767,Ground,0,0,0,0,0,0
6827,Tileset Grass Summer_768,Ground,0,0,0,0,0,0
6828,Tileset Grass Summer_769,Ground,0,0,0,0,0,0
6829,Tileset Grass Summer_77,Ground,0,0,0,0,0,0
6830,Tileset Grass Summer_770,Ground,0,0,0,0,0,0
6831,Tileset Grass Summer_771,Ground,0,0,0,0,0,0
6832,Tileset Grass Summer_772,Ground,0,0,0,0,0,0
6833,Tileset Grass Summer_773,Ground,0,0,0,0,0,0
6834,Tileset Grass Summer_774,Ground,0,0,0,0,0,0
6835,Tileset Grass Summer_775,Ground,0,0,0,0,0,0
6836,Tileset Grass Summer_776,Ground,0,0,0,0,0,0
6837,Tileset Grass Summer_777,Ground,0,0,0,0,0,0
6838,Tileset Grass Summer_778,Ground,0,0,0,0,0,0
6839,Tileset Grass Summer_779,Ground,0,0,0,0,0,0
6840,Tileset Grass Summer_78,Ground,0,0,0,0,0,0
6841,Tileset Grass Summer_780,Ground,0,0,0,0,0,0
6842,Tileset Grass Summer_781,Ground,0,0,0,0,0,0
6843,Tileset Grass Summer_782,Ground,0,0,0,0,0,0
6844,Tileset Grass Summer_783,Ground,0,0,0,0,0,0
6845,Tileset Grass Summer_784,Ground,0,0,0,0,0,0
6846,Tileset Grass Summer_785,Ground,0,0,0,0,0,0
6847,Tileset Grass Summer_786,Ground,0,0,0,0,0,0
6848,Tileset Grass Summer_787,Ground,0,0,0,0,0,0
6849,Tileset Grass Summer_788,Ground,0,0,0,0,0,0
6850,Tileset Grass Summer_789,Ground,0,0,0,0,0,0
6851,Tileset Grass Summer_79,Ground,0,0,0,0,0,0
6852,Tileset Grass Summer_790,Ground,0,0,0,0,0,0
6853,Tileset Grass Summer_791,Ground,0,0,0,0,0,0
6854,Tileset Grass Summer_792,Ground,0,0,0,0,0,0
6855,Tileset Grass Summer_793,Ground,0,0,0,0,0,0
6856,Tileset Grass Summer_794,Ground,0,0,0,0,0,0
6857,Tileset Grass Summer_795,Ground,0,0,0,0,0,0
6858,Tileset Grass Summer_796,Ground,0,0,0,0,0,0
6859,Tileset Grass Summer_797,Ground,0,0,0,0,0,0
6860,Tileset Grass Summer_798,Ground,0,0,0,0,0,0
6861,Tileset Grass Summer_799,Ground,0,0,0,0,0,0
6862,Tileset Grass Summer_8,Ground,0,0,0,0,0,0
6863,Tileset Grass Summer_80,Ground,0,0,0,0,0,0
6864,Tileset Grass Summer_800,Ground,0,0,0,0,0,0
6865,Tileset Grass Summer_801,Ground,0,0,0,0,0,0
6866,Tileset Grass Summer_802,Ground,0,0,0,0,0,0
6867,Tileset Grass Summer_803,Ground,0,0,0,0,0,0
6868,Tileset Grass Summer_804,Ground,0,0,0,0,0,0
6869,Tileset Grass Summer_805,Ground,0,0,0,0,0,0
6870,Tileset Grass Summer_806,Ground,0,0,0,0,0,0
6871,Tileset Grass Summer_807,Ground,0,0,0,0,0,0
6872,Tileset Grass Summer_808,Ground,0,0,0,0,0,0
6873,Tileset Grass Summer_809,Ground,0,0,0,0,0,0
6874,Tileset Grass Summer_81,Ground,0,0,0,0,0,0
6875,Tileset Grass Summer_810,Ground,0,0,0,0,0,0
6876,Tileset Grass Summer_811,Ground,0,0,0,0,0,0
6877,Tileset Grass Summer_812,Ground,0,0,0,0,0,0
6878,Tileset Grass Summer_813,Ground,0,0,0,0,0,0
6879,Tileset Grass Summer_814,Ground,0,0,0,0,0,0
6880,Tileset Grass Summer_815,Ground,0,0,0,0,0,0
6881,Tileset Grass Summer_816,Ground,0,0,0,0,0,0
6882,Tileset Grass Summer_817,Ground,0,0,0,0,0,0
6883,Tileset Grass Summer_818,Ground,0,0,0,0,0,0
6884,Tileset Grass Summer_819,Ground,0,0,0,0,0,0
6885,Tileset Grass Summer_82,Ground,0,0,0,0,0,0
6886,Tileset Grass Summer_820,Ground,0,0,0,0,0,0
6887,Tileset Grass Summer_821,Ground,0,0,0,0,0,0
6888,Tileset Grass Summer_822,Ground,0,0,0,0,0,0
6889,Tileset Grass Summer_823,Ground,0,0,0,0,0,0
6890,Tileset Grass Summer_824,Ground,0,0,0,0,0,0
6891,Tileset Grass Summer_825,Ground,0,0,0,0,0,0
6892,Tileset Grass Summer_826,Ground,0,0,0,0,0,0
6893,Tileset Grass Summer_827,Ground,0,0,0,0,0,0
6894,Tileset Grass Summer_828,Ground,0,0,0,0,0,0
6895,Tileset Grass Summer_829,Ground,0,0,0,0,0,0
6896,Tileset Grass Summer_83,Ground,0,0,0,0,0,0
6897,Tileset Grass Summer_830,Ground,0,0,0,0,0,0
6898,Tileset Grass Summer_831,Ground,0,0,0,0,0,0
6899,Tileset Grass Summer_832,Ground,0,0,0,0,0,0
6900,Tileset Grass Summer_833,Ground,0,0,0,0,0,0
6901,Tileset Grass Summer_834,Ground,0,0,0,0,0,0
6902,Tileset Grass Summer_835,Ground,0,0,0,0,0,0
6903,Tileset Grass Summer_836,Ground,0,0,0,0,0,0
6904,Tileset Grass Summer_837,Ground,0,0,0,0,0,0
6905,Tileset Grass Summer_838,Ground,0,0,0,0,0,0
6906,Tileset Grass Summer_839,Ground,0,0,0,0,0,0
6907,Tileset Grass Summer_84,Ground,0,0,0,0,0,0
6908,Tileset Grass Summer_840,Ground,0,0,0,0,0,0
6909,Tileset Grass Summer_841,Ground,0,0,0,0,0,0
6910,Tileset Grass Summer_842,Ground,0,0,0,0,0,0
6911,Tileset Grass Summer_843,Ground,0,0,0,0,0,0
6912,Tileset Grass Summer_844,Ground,0,0,0,0,0,0
6913,Tileset Grass Summer_845,Ground,0,0,0,0,0,0
6914,Tileset Grass Summer_846,Ground,0,0,0,0,0,0
6915,Tileset Grass Summer_847,Ground,0,0,0,0,0,0
6916,Tileset Grass Summer_848,Ground,0,0,0,0,0,0
6917,Tileset Grass Summer_849,Ground,0,0,0,0,0,0
6918,Tileset Grass Summer_85,Ground,0,0,0,0,0,0
6919,Tileset Grass Summer_850,Ground,0,0,0,0,0,0
6920,Tileset Grass Summer_851,Ground,0,0,0,0,0,0
6921,Tileset Grass Summer_852,Ground,0,0,0,0,0,0
6922,Tileset Grass Summer_853,Ground,0,0,0,0,0,0
6923,Tileset Grass Summer_854,Ground,0,0,0,0,0,0
6924,Tileset Grass Summer_855,Ground,0,0,0,0,0,0
6925,Tileset Grass Summer_856,Ground,0,0,0,0,0,0
6926,Tileset Grass Summer_857,Ground,0,0,0,0,0,0
6927,Tileset Grass Summer_858,Ground,0,0,0,0,0,0
6928,Tileset Grass Summer_859,Ground,0,0,0,0,0,0
6929,Tileset Grass Summer_86,Ground,0,0,0,0,0,0
6930,Tileset Grass Summer_860,Ground,0,0,0,0,0,0
6931,Tileset Grass Summer_861,Ground,0,0,0,0,0,0
6932,Tileset Grass Summer_862,Ground,0,0,0,0,0,0
6933,Tileset Grass Summer_863,Ground,0,0,0,0,0,0
6934,Tileset Grass Summer_864,Ground,0,0,0,0,0,0
6935,Tileset Grass Summer_865,Ground,0,0,0,0,0,0
6936,Tileset Grass Summer_866,Ground,0,0,0,0,0,0
6937,Tileset Grass Summer_867,Ground,0,0,0,0,0,0
6938,Tileset Grass Summer_868,Ground,0,0,0,0,0,0
6939,Tileset Grass Summer_869,Ground,0,0,0,0,0,0
6940,Tileset Grass Summer_87,Ground,0,0,0,0,0,0
6941,Tileset Grass Summer_870,Ground,0,0,0,0,0,0
6942,Tileset Grass Summer_871,Ground,0,0,0,0,0,0
6943,Tileset Grass Summer_872,Ground,0,0,0,0,0,0
6944,Tileset Grass Summer_873,Ground,0,0,0,0,0,0
6945,Tileset Grass Summer_874,Ground,0,0,0,0,0,0
6946,Tileset Grass Summer_875,Ground,0,0,0,0,0,0
6947,Tileset Grass Summer_876,Ground,0,0,0,0,0,0
6948,Tileset Grass Summer_877,Ground,0,0,0,0,0,0
6949,Tileset Grass Summer_878,Ground,0,0,0,0,0,0
6950,Tileset Grass Summer_879,Ground,0,0,0,0,0,0
6951,Tileset Grass Summer_88,Ground,0,0,0,0,0,0
6952,Tileset Grass Summer_880,Ground,0,0,0,0,0,0
6953,Tileset Grass Summer_881,Ground,0,0,0,0,0,0
6954,Tileset Grass Summer_882,Ground,0,0,0,0,0,0
6955,Tileset Grass Summer_883,Ground,0,0,0,0,0,0
6956,Tileset Grass Summer_884,Ground,0,0,0,0,0,0
6957,Tileset Grass Summer_885,Ground,0,0,0,0,0,0
6958,Tileset Grass Summer_886,Ground,0,0,0,0,0,0
6959,Tileset Grass Summer_887,Ground,0,0,0,0,0,0
6960,Tileset Grass Summer_888,Ground,0,0,0,0,0,0
6961,Tileset Grass Summer_889,Ground,0,0,0,0,0,0
6962,Tileset Grass Summer_89,Ground,0,0,0,0,0,0
6963,Tileset Grass Summer_890,Ground,0,0,0,0,0,0
6964,Tileset Grass Summer_891,Ground,0,0,0,0,0,0
6965,Tileset Grass Summer_892,Ground,0,0,0,0,0,0
6966,Tileset Grass Summer_893,Ground,0,0,0,0,0,0
6967,Tileset Grass Summer_894,Ground,0,0,0,0,0,0
6968,Tileset Grass Summer_895,Ground,0,0,0,0,0,0
6969,Tileset Grass Summer_896,Ground,0,0,0,0,0,0
6970,Tileset Grass Summer_897,Ground,0,0,0,0,0,0
6971,Tileset Grass Summer_898,Ground,0,0,0,0,0,0
6972,Tileset Grass Summer_899,Ground,0,0,0,0,0,0
6973,Tileset Grass Summer_9,Ground,0,0,0,0,0,0
6974,Tileset Grass Summer_90,Ground,0,0,0,0,0,0
6975,Tileset Grass Summer_900,Ground,0,0,0,0,0,0
6976,Tileset Grass Summer_901,Ground,0,0,0,0,0,0
6977,Tileset Grass Summer_902,Ground,0,0,0,0,0,0
6978,Tileset Grass Summer_903,Ground,0,0,0,0,0,0
6979,Tileset Grass Summer_904,Ground,0,0,0,0,0,0
6980,Tileset Grass Summer_905,Ground,0,0,0,0,0,0
6981,Tileset Grass Summer_906,Ground,0,0,0,0,0,0
6982,Tileset Grass Summer_907,Ground,0,0,0,0,0,0
6983,Tileset Grass Summer_908,Ground,0,0,0,0,0,0
6984,Tileset Grass Summer_909,Ground,0,0,0,0,0,0
6985,Tileset Grass Summer_91,Ground,0,0,0,0,0,0
6986,Tileset Grass Summer_910,Ground,0,0,0,0,0,0
6987,Tileset Grass Summer_911,Ground,0,0,0,0,0,0
6988,Tileset Grass Summer_912,Ground,0,0,0,0,0,0
6989,Tileset Grass Summer_913,Ground,0,0,0,0,0,0
6990,Tileset Grass Summer_914,Ground,0,0,0,0,0,0
6991,Tileset Grass Summer_915,Ground,0,0,0,0,0,0
6992,Tileset Grass Summer_916,Ground,0,0,0,0,0,0
6993,Tileset Grass Summer_917,Ground,0,0,0,0,0,0
6994,Tileset Grass Summer_918,Ground,0,0,0,0,0,0
6995,Tileset Grass Summer_919,Ground,0,0,0,0,0,0
6996,Tileset Grass Summer_92,Ground,0,0,0,0,0,0
6997,Tileset Grass Summer_920,Ground,0,0,0,0,0,0
6998,Tileset Grass Summer_921,Ground,0,0,0,0,0,0
6999,Tileset Grass Summer_922,Ground,0,0,0,0,0,0
7000,Tileset Grass Summer_923,Ground,0,0,0,0,0,0
7001,Tileset Grass Summer_924,Ground,0,0,0,0,0,0
7002,Tileset Grass Summer_925,Ground,0,0,0,0,0,0
7003,Tileset Grass Summer_926,Ground,0,0,0,0,0,0
7004,Tileset Grass Summer_927,Ground,0,0,0,0,0,0
7005,Tileset Grass Summer_928,Ground,0,0,0,0,0,0
7006,Tileset Grass Summer_929,Ground,0,0,0,0,0,0
7007,Tileset Grass Summer_93,Ground,0,0,0,0,0,0
7008,Tileset Grass Summer_930,Ground,0,0,0,0,0,0
7009,Tileset Grass Summer_931,Ground,0,0,0,0,0,0
